FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT,Year
2022-02-24,Republic Airline,Republic Airline: YX,YX,20452,5680,BOS,"Boston, MA",RDU,"Raleigh/Durham, NC",2050,,,,,,,2311,,,CANCELLED,B,NOT DIVERTED,141.0,,,612.0,,,,,,2022
2022-10-04,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2455,EWR,"Newark, NJ",ATL,"Atlanta, GA",740,,,,,,,1005,,,CANCELLED,A,NOT DIVERTED,145.0,,,746.0,,,,,,2022
2022-01-05,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4157,MSP,"Minneapolis, MN",MDW,"Chicago, IL",600,,,,,,,750,,,CANCELLED,A,NOT DIVERTED,110.0,,,349.0,,,,,,2022
2022-06-24,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1403,BWI,"Baltimore, MD",DFW,"Dallas/Fort Worth, TX",715,,,,,,,934,,,CANCELLED,B,NOT DIVERTED,199.0,,,1217.0,,,,,,2022
2022-02-04,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1356,MIA,"Miami, FL",LGA,"New York, NY",1200,,,,,,,1452,,,CANCELLED,A,NOT DIVERTED,172.0,,,1096.0,,,,,,2022
2022-11-19,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1806,TPA,"Tampa, FL",PHL,"Philadelphia, PA",700,659.0,-1.0,,,,,931,,,CANCELLED,A,NOT DIVERTED,151.0,,,920.0,,,,,,2022
2022-08-30,Republic Airline,Republic Airline: YX,YX,20452,4583,MCI,"Kansas City, MO",LGA,"New York, NY",1631,,,,,,,2030,,,CANCELLED,B,NOT DIVERTED,179.0,,,1107.0,,,,,,2022
2022-12-27,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3270,DAL,"Dallas, TX",MEM,"Memphis, TN",1620,,,,,,,1740,,,CANCELLED,A,NOT DIVERTED,80.0,,,423.0,,,,,,2022
2022-06-02,JetBlue Airways,JetBlue Airways: B6,B6,20409,927,EWR,"Newark, NJ",MCO,"Orlando, FL",750,,,,,,,1043,,,CANCELLED,A,NOT DIVERTED,173.0,,,937.0,,,,,,2022
2022-01-05,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1333,FAR,"Fargo, ND",MSP,"Minneapolis, MN",541,,,,,,,700,,,CANCELLED,B,NOT DIVERTED,79.0,,,223.0,,,,,,2022
2022-10-04,JetBlue Airways,JetBlue Airways: B6,B6,20409,1729,JFK,"New York, NY",RSW,"Fort Myers, FL",1430,,,,,,,1738,,,CANCELLED,C,NOT DIVERTED,188.0,,,1074.0,,,,,,2022
2022-08-21,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,582,BWI,"Baltimore, MD",CHS,"Charleston, SC",2110,,,,,,,2245,,,CANCELLED,B,NOT DIVERTED,95.0,,,472.0,,,,,,2022
2022-12-23,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3428,SFO,"San Francisco, CA",PDX,"Portland, OR",1750,,,,,,,1942,,,CANCELLED,B,NOT DIVERTED,112.0,,,550.0,,,,,,2022
2022-08-11,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3021,STL,"St. Louis, MO",HOU,"Houston, TX",535,,,,,,,735,,,CANCELLED,B,NOT DIVERTED,120.0,,,687.0,,,,,,2022
2022-12-26,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,2455,AUS,"Austin, TX",LAX,"Los Angeles, CA",1500,,,,,,,1627,,,CANCELLED,B,NOT DIVERTED,207.0,,,1242.0,,,,,,2022
2022-01-09,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5442,ORD,"Chicago, IL",SGF,"Springfield, MO",1941,,,,,,,2138,,,CANCELLED,D,NOT DIVERTED,117.0,,,438.0,,,,,,2022
2022-06-09,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,752,PWM,"Portland, ME",CLT,"Charlotte, NC",1205,,,,,,,1425,,,CANCELLED,B,NOT DIVERTED,140.0,,,813.0,,,,,,2022
2022-01-23,Horizon Air,Horizon Air: QX,QX,19687,2592,SEA,"Seattle, WA",BOI,"Boise, ID",755,,,,,,,1024,,,CANCELLED,B,NOT DIVERTED,89.0,,,399.0,,,,,,2022
2022-11-29,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3839,SEA,"Seattle, WA",PDX,"Portland, OR",1143,,,,,,,1249,,,CANCELLED,B,NOT DIVERTED,66.0,,,129.0,,,,,,2022
2022-02-19,Envoy Air,Envoy Air: MQ,MQ,20398,3661,CID,"Cedar Rapids/Iowa City, IA",ORD,"Chicago, IL",947,,,,,,,1100,,,CANCELLED,A,NOT DIVERTED,73.0,,,196.0,,,,,,2022
2022-12-13,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3544,MEM,"Memphis, TN",MSP,"Minneapolis, MN",1500,,,,,,,1717,,,CANCELLED,B,NOT DIVERTED,137.0,,,700.0,,,,,,2022
2022-01-29,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,448,BOS,"Boston, MA",DEN,"Denver, CO",1515,,,,,,,1806,,,CANCELLED,B,NOT DIVERTED,291.0,,,1754.0,,,,,,2022
2022-12-26,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,463,PIT,"Pittsburgh, PA",TPA,"Tampa, FL",1135,,,,,,,1403,,,CANCELLED,B,NOT DIVERTED,148.0,,,873.0,,,,,,2022
2022-06-23,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5299,JAX,"Jacksonville, FL",DCA,"Washington, DC",1431,,,,,,,1625,,,CANCELLED,B,NOT DIVERTED,114.0,,,634.0,,,,,,2022
2022-03-12,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5282,DCA,"Washington, DC",HPN,"White Plains, NY",945,,,,,,,1100,,,CANCELLED,B,NOT DIVERTED,75.0,,,234.0,,,,,,2022
2022-02-04,Envoy Air,Envoy Air: MQ,MQ,20398,3848,ORD,"Chicago, IL",LEX,"Lexington, KY",805,,,,,,,1028,,,CANCELLED,B,NOT DIVERTED,83.0,,,323.0,,,,,,2022
2022-01-08,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3536,RSW,"Fort Myers, FL",STL,"St. Louis, MO",1135,,,,,,,1315,,,CANCELLED,A,NOT DIVERTED,160.0,,,979.0,,,,,,2022
2022-06-22,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3902,ALB,"Albany, NY",DTW,"Detroit, MI",1700,,,,,,,1844,,,CANCELLED,B,NOT DIVERTED,104.0,,,489.0,,,,,,2022
2022-07-09,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5147,DCA,"Washington, DC",BHM,"Birmingham, AL",1344,,,,,,,1446,,,CANCELLED,B,NOT DIVERTED,122.0,,,653.0,,,,,,2022
2022-03-30,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5131,PIB,"Hattiesburg/Laurel, MS",IAH,"Houston, TX",827,,,,,,,959,,,CANCELLED,B,NOT DIVERTED,92.0,,,372.0,,,,,,2022
2022-01-30,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1196,EWR,"Newark, NJ",MIA,"Miami, FL",630,,,,,,,942,,,CANCELLED,B,NOT DIVERTED,192.0,,,1085.0,,,,,,2022
2022-08-04,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,114,BZN,"Bozeman, MT",LAS,"Las Vegas, NV",1810,,,,,,,1915,,,CANCELLED,B,NOT DIVERTED,125.0,,,701.0,,,,,,2022
2022-11-09,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2963,ATL,"Atlanta, GA",MCO,"Orlando, FL",2055,,,,,,,2223,,,CANCELLED,B,NOT DIVERTED,88.0,,,404.0,,,,,,2022
2022-03-22,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1827,MEM,"Memphis, TN",DFW,"Dallas/Fort Worth, TX",712,,,,,,,909,,,CANCELLED,B,NOT DIVERTED,117.0,,,431.0,,,,,,2022
2022-07-31,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,326,AUS,"Austin, TX",CLT,"Charlotte, NC",1328,,,,,,,1713,,,CANCELLED,A,NOT DIVERTED,165.0,,,1032.0,,,,,,2022
2022-07-01,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2120,DCA,"Washington, DC",BOS,"Boston, MA",2200,,,,,,,2329,,,CANCELLED,A,NOT DIVERTED,89.0,,,399.0,,,,,,2022
2022-01-18,Horizon Air,Horizon Air: QX,QX,19687,2087,ALW,"Walla Walla, WA",SEA,"Seattle, WA",600,,,,,,,707,,,CANCELLED,B,NOT DIVERTED,67.0,,,213.0,,,,,,2022
2022-07-18,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2498,PHL,"Philadelphia, PA",CLT,"Charlotte, NC",826,,,,,,,1019,,,CANCELLED,B,NOT DIVERTED,113.0,,,449.0,,,,,,2022
2022-01-30,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,487,JFK,"New York, NY",SFO,"San Francisco, CA",700,,,,,,,1042,,,CANCELLED,B,NOT DIVERTED,402.0,,,2586.0,,,,,,2022
2022-05-26,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2824,SFO,"San Francisco, CA",SEA,"Seattle, WA",1335,,,,,,,1545,,,CANCELLED,A,NOT DIVERTED,130.0,,,679.0,,,,,,2022
2022-01-14,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2118,COS,"Colorado Springs, CO",DEN,"Denver, CO",1950,,,,,,,2035,,,CANCELLED,A,NOT DIVERTED,45.0,,,73.0,,,,,,2022
2022-04-03,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,1777,MSY,"New Orleans, LA",BOS,"Boston, MA",920,,,,,,,1330,,,CANCELLED,B,NOT DIVERTED,190.0,,,1368.0,,,,,,2022
2022-07-28,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1548,IAH,"Houston, TX",DEN,"Denver, CO",930,,,,,,,1102,,,CANCELLED,A,NOT DIVERTED,152.0,,,862.0,,,,,,2022
2022-02-04,JetBlue Airways,JetBlue Airways: B6,B6,20409,88,FLL,"Fort Lauderdale, FL",ALB,"Albany, NY",1445,,,,,,,1744,,,CANCELLED,C,NOT DIVERTED,179.0,,,1204.0,,,,,,2022
2022-09-05,JetBlue Airways,JetBlue Airways: B6,B6,20409,839,JFK,"New York, NY",BQN,"Aguadilla, PR",1900,,,,,,,2304,,,CANCELLED,A,NOT DIVERTED,244.0,,,1576.0,,,,,,2022
2022-10-26,JetBlue Airways,JetBlue Airways: B6,B6,20409,2156,DEN,"Denver, CO",LGA,"New York, NY",1105,,,,,,,1652,,,CANCELLED,A,NOT DIVERTED,227.0,,,1620.0,,,,,,2022
2022-01-20,Republic Airline,Republic Airline: YX,YX,20452,5631,CLE,"Cleveland, OH",LGA,"New York, NY",1630,,,,,,,1809,,,CANCELLED,B,NOT DIVERTED,99.0,,,419.0,,,,,,2022
2022-11-28,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4667,DEN,"Denver, CO",CPR,"Casper, WY",1123,,,,,,,1233,,,CANCELLED,C,NOT DIVERTED,70.0,,,230.0,,,,,,2022
2022-02-24,Envoy Air,Envoy Air: MQ,MQ,20398,4062,DFW,"Dallas/Fort Worth, TX",BHM,"Birmingham, AL",908,,,,,,,1054,,,CANCELLED,B,NOT DIVERTED,106.0,,,597.0,,,,,,2022
2022-06-03,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1571,PBI,"West Palm Beach/Palm Beach, FL",ATL,"Atlanta, GA",800,,,,,,,944,,,CANCELLED,A,NOT DIVERTED,104.0,,,545.0,,,,,,2022
2022-03-21,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,535,MCO,"Orlando, FL",HOU,"Houston, TX",1910,,,,,,,2045,,,CANCELLED,B,NOT DIVERTED,155.0,,,849.0,,,,,,2022
2022-08-15,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1191,DAL,"Dallas, TX",DEN,"Denver, CO",1405,,,,,,,1505,,,CANCELLED,B,NOT DIVERTED,120.0,,,651.0,,,,,,2022
2022-04-22,Horizon Air,Horizon Air: QX,QX,19687,2237,BOI,"Boise, ID",PDX,"Portland, OR",1950,,,,,,,2012,,,CANCELLED,A,NOT DIVERTED,82.0,,,344.0,,,,,,2022
2022-08-22,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,5738,MAF,"Midland/Odessa, TX",DFW,"Dallas/Fort Worth, TX",2024,,,,,,,2139,,,CANCELLED,B,NOT DIVERTED,75.0,,,309.0,,,,,,2022
2022-07-21,JetBlue Airways,JetBlue Airways: B6,B6,20409,887,LGA,"New York, NY",BNA,"Nashville, TN",2200,,,,,,,2330,,,CANCELLED,C,NOT DIVERTED,150.0,,,764.0,,,,,,2022
2022-04-04,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,1181,TPA,"Tampa, FL",MCI,"Kansas City, MO",1150,,,,,,,1334,,,CANCELLED,B,NOT DIVERTED,164.0,,,1048.0,,,,,,2022
2022-12-25,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,2321,SJU,"San Juan, PR",EWR,"Newark, NJ",1733,,,,,,,2055,,,CANCELLED,B,NOT DIVERTED,262.0,,,1608.0,,,,,,2022
2022-05-06,Republic Airline,Republic Airline: YX,YX,20452,3698,EWR,"Newark, NJ",CHS,"Charleston, SC",1647,,,,,,,1858,,,CANCELLED,B,NOT DIVERTED,131.0,,,628.0,,,,,,2022
2022-07-11,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4266,BUR,"Burbank, CA",SJC,"San Jose, CA",1100,,,,,,,1205,,,CANCELLED,A,NOT DIVERTED,65.0,,,296.0,,,,,,2022
2022-01-10,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3536,MSP,"Minneapolis, MN",SBN,"South Bend, IN",1940,,,,,,,2224,,,CANCELLED,A,NOT DIVERTED,104.0,,,411.0,,,,,,2022
2022-02-18,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5508,DCA,"Washington, DC",BDL,"Hartford, CT",931,,,,,,,1051,,,CANCELLED,B,NOT DIVERTED,80.0,,,313.0,,,,,,2022
2022-03-14,Envoy Air,Envoy Air: MQ,MQ,20398,4149,SHV,"Shreveport, LA",DFW,"Dallas/Fort Worth, TX",1835,,,,,,,1952,,,CANCELLED,B,NOT DIVERTED,77.0,,,190.0,,,,,,2022
2022-08-07,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2417,ATL,"Atlanta, GA",PBI,"West Palm Beach/Palm Beach, FL",1353,,,,,,,1541,,,CANCELLED,A,NOT DIVERTED,108.0,,,545.0,,,,,,2022
2022-03-28,JetBlue Airways,JetBlue Airways: B6,B6,20409,1320,ATL,"Atlanta, GA",JFK,"New York, NY",1850,,,,,,,2115,,,CANCELLED,A,NOT DIVERTED,145.0,,,760.0,,,,,,2022
2022-03-31,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2561,RSW,"Fort Myers, FL",ORD,"Chicago, IL",1951,,,,,,,2201,,,CANCELLED,C,NOT DIVERTED,190.0,,,1120.0,,,,,,2022
2022-09-07,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2585,TPA,"Tampa, FL",AUS,"Austin, TX",715,,,,,,,855,,,CANCELLED,A,NOT DIVERTED,160.0,,,928.0,,,,,,2022
2022-01-02,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3858,DTW,"Detroit, MI",IAD,"Washington, DC",2110,,,,,,,2238,,,CANCELLED,B,NOT DIVERTED,88.0,,,383.0,,,,,,2022
2022-04-14,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,576,HNL,"Honolulu, HI",OGG,"Kahului, HI",2055,,,,,,,2135,,,CANCELLED,A,NOT DIVERTED,40.0,,,100.0,,,,,,2022
2022-09-28,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2497,DCA,"Washington, DC",MCO,"Orlando, FL",1707,,,,,,,1928,,,CANCELLED,B,NOT DIVERTED,141.0,,,759.0,,,,,,2022
2022-02-06,Envoy Air,Envoy Air: MQ,MQ,20398,4416,FSM,"Fort Smith, AR",DFW,"Dallas/Fort Worth, TX",1023,,,,,,,1140,,,CANCELLED,A,NOT DIVERTED,77.0,,,227.0,,,,,,2022
2022-02-03,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1826,DFW,"Dallas/Fort Worth, TX",MSN,"Madison, WI",1425,,,,,,,1632,,,CANCELLED,B,NOT DIVERTED,127.0,,,821.0,,,,,,2022
2022-09-25,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4660,PIT,"Pittsburgh, PA",LGA,"New York, NY",2000,2041.0,41.0,,,,,2146,,,CANCELLED,C,NOT DIVERTED,106.0,,,335.0,,,,,,2022
2022-06-15,Republic Airline,Republic Airline: YX,YX,20452,3400,EWR,"Newark, NJ",TVC,"Traverse City, MI",1357,,,,,,,1611,,,CANCELLED,B,NOT DIVERTED,134.0,,,644.0,,,,,,2022
2022-12-31,Allegiant Air,Allegiant Air: G4,G4,20368,2883,SFB,"Sanford, FL",ROA,"Roanoke, VA",1918,1946.0,28.0,12.0,1958.0,,,2105,,,CANCELLED,B,NOT DIVERTED,107.0,,,594.0,,,,,,2022
2022-10-10,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,539,ATL,"Atlanta, GA",RSW,"Fort Myers, FL",1842,,,,,,,2017,,,CANCELLED,A,NOT DIVERTED,95.0,,,515.0,,,,,,2022
2022-01-09,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2656,TPA,"Tampa, FL",EWR,"Newark, NJ",1915,,,,,,,2159,,,CANCELLED,A,NOT DIVERTED,164.0,,,997.0,,,,,,2022
2022-09-30,JetBlue Airways,JetBlue Airways: B6,B6,20409,841,JFK,"New York, NY",SAV,"Savannah, GA",730,,,,,,,943,,,CANCELLED,B,NOT DIVERTED,133.0,,,718.0,,,,,,2022
2022-05-25,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2659,SAN,"San Diego, CA",SLC,"Salt Lake City, UT",1001,,,,,,,1256,,,CANCELLED,A,NOT DIVERTED,115.0,,,626.0,,,,,,2022
2022-01-29,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2133,EWR,"Newark, NJ",SRQ,"Sarasota/Bradenton, FL",1100,,,,,,,1413,,,CANCELLED,B,NOT DIVERTED,193.0,,,1034.0,,,,,,2022
2022-08-23,JetBlue Airways,JetBlue Airways: B6,B6,20409,841,JFK,"New York, NY",SAV,"Savannah, GA",730,,,,,,,943,,,CANCELLED,C,NOT DIVERTED,133.0,,,718.0,,,,,,2022
2022-01-06,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5231,CRW,"Charleston/Dunbar, WV",CLT,"Charlotte, NC",1804,,,,,,,1920,,,CANCELLED,B,NOT DIVERTED,76.0,,,221.0,,,,,,2022
2022-02-23,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3079,LBB,"Lubbock, TX",DFW,"Dallas/Fort Worth, TX",1823,,,,,,,1945,,,CANCELLED,B,NOT DIVERTED,82.0,,,282.0,,,,,,2022
2022-05-01,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,1250,EWR,"Newark, NJ",MCO,"Orlando, FL",955,,,,,,,1240,,,CANCELLED,B,NOT DIVERTED,165.0,,,937.0,,,,,,2022
2022-06-29,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2130,RNO,"Reno, NV",PHX,"Phoenix, AZ",600,,,,,,,748,,,CANCELLED,A,NOT DIVERTED,108.0,,,601.0,,,,,,2022
2022-11-07,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,2014,LAS,"Las Vegas, NV",CLE,"Cleveland, OH",1053,1246.0,113.0,,,,,1801,,,CANCELLED,B,NOT DIVERTED,248.0,,,1824.0,,,,,,2022
2022-01-01,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2450,PHX,"Phoenix, AZ",MCI,"Kansas City, MO",840,,,,,,,1210,,,CANCELLED,B,NOT DIVERTED,150.0,,,1044.0,,,,,,2022
2022-12-24,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,165,BUR,"Burbank, CA",SMF,"Sacramento, CA",1725,,,,,,,1845,,,CANCELLED,A,NOT DIVERTED,80.0,,,358.0,,,,,,2022
2022-12-27,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2821,MCI,"Kansas City, MO",BWI,"Baltimore, MD",640,,,,,,,1005,,,CANCELLED,A,NOT DIVERTED,145.0,,,967.0,,,,,,2022
2022-12-23,Envoy Air,Envoy Air: MQ,MQ,20398,3689,ORD,"Chicago, IL",CMH,"Columbus, OH",815,,,,,,,1032,,,CANCELLED,B,NOT DIVERTED,77.0,,,296.0,,,,,,2022
2022-12-23,Allegiant Air,Allegiant Air: G4,G4,20368,556,GRR,"Grand Rapids, MI",FLL,"Fort Lauderdale, FL",700,,,,,,,1012,,,CANCELLED,B,NOT DIVERTED,192.0,,,1198.0,,,,,,2022
2022-02-04,Envoy Air,Envoy Air: MQ,MQ,20398,4338,AUS,"Austin, TX",RDU,"Raleigh/Durham, NC",1955,,,,,,,2341,,,CANCELLED,A,NOT DIVERTED,166.0,,,1162.0,,,,,,2022
2022-06-28,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,542,DFW,"Dallas/Fort Worth, TX",RDU,"Raleigh/Durham, NC",2035,,,,,,,23,,,CANCELLED,A,NOT DIVERTED,168.0,,,1061.0,,,,,,2022
2022-01-20,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2238,SRQ,"Sarasota/Bradenton, FL",EWR,"Newark, NJ",1515,,,,,,,1759,,,CANCELLED,A,NOT DIVERTED,164.0,,,1034.0,,,,,,2022
2022-12-25,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2300,PBI,"West Palm Beach/Palm Beach, FL",EWR,"Newark, NJ",1905,,,,,,,2159,,,CANCELLED,A,NOT DIVERTED,174.0,,,1023.0,,,,,,2022
2022-06-22,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5095,CLE,"Cleveland, OH",LGA,"New York, NY",1325,,,,,,,1500,,,CANCELLED,C,NOT DIVERTED,95.0,,,419.0,,,,,,2022
2022-01-27,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5227,DEN,"Denver, CO",HLN,"Helena, MT",1125,,,,,,,1333,,,CANCELLED,B,NOT DIVERTED,128.0,,,594.0,,,,,,2022
2022-08-23,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,546,MDW,"Chicago, IL",MIA,"Miami, FL",1155,,,,,,,1555,,,CANCELLED,B,NOT DIVERTED,180.0,,,1182.0,,,,,,2022
2022-01-01,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,566,LGA,"New York, NY",ATL,"Atlanta, GA",815,,,,,,,1056,,,CANCELLED,A,NOT DIVERTED,161.0,,,762.0,,,,,,2022
2022-01-07,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,1133,SAN,"San Diego, CA",SEA,"Seattle, WA",615,,,,,,,922,,,CANCELLED,A,NOT DIVERTED,187.0,,,1050.0,,,,,,2022
2022-06-12,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,430,BNA,"Nashville, TN",EWR,"Newark, NJ",1930,,,,,,,2248,,,CANCELLED,B,NOT DIVERTED,138.0,,,748.0,,,,,,2022
2022-12-23,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,1441,SEA,"Seattle, WA",BOS,"Boston, MA",1030,,,,,,,1845,,,CANCELLED,B,NOT DIVERTED,315.0,,,2496.0,,,,,,2022
2022-01-07,Republic Airline,Republic Airline: YX,YX,20452,5748,JAX,"Jacksonville, FL",LGA,"New York, NY",607,,,,,,,819,,,CANCELLED,B,NOT DIVERTED,132.0,,,833.0,,,,,,2022
2022-12-20,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2676,SFO,"San Francisco, CA",SEA,"Seattle, WA",625,,,,,,,842,,,CANCELLED,B,NOT DIVERTED,137.0,,,679.0,,,,,,2022
2022-04-08,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5447,LGA,"New York, NY",RDU,"Raleigh/Durham, NC",630,,,,,,,813,,,CANCELLED,A,NOT DIVERTED,103.0,,,431.0,,,,,,2022
2022-12-16,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2390,DFW,"Dallas/Fort Worth, TX",LAS,"Las Vegas, NV",2250,,,,,,,2343,,,CANCELLED,A,NOT DIVERTED,173.0,,,1055.0,,,,,,2022
2022-09-09,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3258,SMF,"Sacramento, CA",LAS,"Las Vegas, NV",1435,,,,,,,1555,,,CANCELLED,C,NOT DIVERTED,80.0,,,397.0,,,,,,2022
2022-08-05,Republic Airline,Republic Airline: YX,YX,20452,4523,MSP,"Minneapolis, MN",LGA,"New York, NY",1609,,,,,,,2004,,,CANCELLED,B,NOT DIVERTED,175.0,,,1020.0,,,,,,2022
2022-06-23,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2193,TUS,"Tucson, AZ",DFW,"Dallas/Fort Worth, TX",533,,,,,,,950,,,CANCELLED,A,NOT DIVERTED,137.0,,,813.0,,,,,,2022
2022-02-17,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2104,DTW,"Detroit, MI",PVD,"Providence, RI",2255,,,,,,,48,,,CANCELLED,B,NOT DIVERTED,113.0,,,615.0,,,,,,2022
2022-02-06,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,928,DCA,"Washington, DC",BOS,"Boston, MA",1000,,,,,,,1140,,,CANCELLED,A,NOT DIVERTED,100.0,,,399.0,,,,,,2022
2022-10-18,JetBlue Airways,JetBlue Airways: B6,B6,20409,931,BOS,"Boston, MA",LGA,"New York, NY",1500,,,,,,,1623,,,CANCELLED,A,NOT DIVERTED,83.0,,,184.0,,,,,,2022
2022-01-05,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1136,DEN,"Denver, CO",SAT,"San Antonio, TX",1950,,,,,,,2300,,,CANCELLED,B,NOT DIVERTED,130.0,,,794.0,,,,,,2022
2022-06-25,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1765,SAN,"San Diego, CA",DFW,"Dallas/Fort Worth, TX",800,,,,,,,1310,,,CANCELLED,B,NOT DIVERTED,190.0,,,1171.0,,,,,,2022
2022-02-17,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1242,DTW,"Detroit, MI",SEA,"Seattle, WA",2050,,,,,,,2304,,,CANCELLED,B,NOT DIVERTED,314.0,,,1927.0,,,,,,2022
